pntP=[0.041 0.069 0.059 0.081 0.106 0.064 0.028 0.081 0.035 0.045 0.078 0.07 0.077 0.105 0.061;0.041 0.069 0.064 0.028 0.081 0.059 0.081 0.106 0.035 0.045 0.078 0.07 0.105 0.077 0.061;0.041 0.064 0.059 0.035 0.07 0.069 0.028 0.081 0.081 0.045 0.105 0.106 0.077 0.078 0.061;
0.038 0.068 0.064 0.075 0.107 0.062 0.04 0.081 0.035 0.038 0.077 0.073 0.075 0.095 0.072;0.038 0.068 0.062 0.04 0.081 0.064 0.075 0.107 0.035 0.038 0.077 0.073 0.095 0.075 0.072;0.038 0.062 0.064 0.035 0.073 0.068 0.04 0.081 0.075 0.038 0.095 0.107 0.075 0.077 0.072;
0.041 0.065 0.056 0.083 0.113 0.06 0.047 0.082 0.036 0.048 0.061 0.065 0.068 0.108 0.067;0.041 0.065 0.06 0.047 0.082 0.056 0.083 0.113 0.036 0.048 0.061 0.065 0.108 0.068 0.067;0.041 0.06 0.056 0.036 0.065 0.065 0.047 0.082 0.083 0.048 0.108 0.113 0.068 0.061 0.067;
0.041 0.058 0.068 0.069 0.106 0.057 0.059 0.07 0.04 0.043 0.066 0.082 0.065 0.102 0.074;0.041 0.058 0.057 0.059 0.07 0.068 0.069 0.106 0.04 0.043 0.066 0.082 0.102 0.065 0.074;0.041 0.057 0.068 0.04 0.082 0.058 0.059 0.07 0.069 0.043 0.102 0.106 0.065 0.066 0.074;
0.029 0.06 0.058 0.069 0.113 0.064 0.042 0.075 0.04 0.042 0.069 0.075 0.077 0.113 0.074;0.029 0.06 0.064 0.042 0.075 0.058 0.069 0.113 0.04 0.042 0.069 0.075 0.113 0.077 0.074;0.029 0.064 0.058 0.04 0.075 0.06 0.042 0.075 0.069 0.042 0.113 0.113 0.077 0.069 0.074;
0.027 0.071 0.055 0.076 0.097 0.06 0.039 0.076 0.039 0.066 0.077 0.083 0.058 0.107 0.069;0.027 0.071 0.06 0.039 0.076 0.055 0.076 0.097 0.039 0.066 0.077 0.083 0.107 0.058 0.069;0.027 0.06 0.055 0.039 0.083 0.071 0.039 0.076 0.076 0.066 0.107 0.097 0.058 0.077 0.069;
0.04 0.065 0.051 0.071 0.096 0.063 0.046 0.066 0.039 0.053 0.093 0.071 0.077 0.104 0.065;0.04 0.065 0.063 0.046 0.066 0.051 0.071 0.096 0.039 0.053 0.093 0.071 0.104 0.077 0.065;0.04 0.063 0.051 0.039 0.071 0.065 0.046 0.066 0.071 0.053 0.104 0.096 0.077 0.093 0.065;
0.029 0.063 0.065 0.068 0.096 0.065 0.041 0.1 0.032 0.05 0.076 0.075 0.066 0.096 0.078;0.029 0.063 0.065 0.041 0.1 0.065 0.068 0.096 0.032 0.05 0.076 0.075 0.096 0.066 0.078;0.029 0.065 0.065 0.032 0.075 0.063 0.041 0.1 0.068 0.05 0.096 0.096 0.066 0.076 0.078;
0.043 0.069 0.057 0.079 0.1 0.08 0.038 0.086 0.035 0.033 0.074 0.074 0.061 0.117 0.054;0.043 0.069 0.08 0.038 0.086 0.057 0.079 0.1 0.035 0.033 0.074 0.074 0.117 0.061 0.054;0.043 0.08 0.057 0.035 0.074 0.069 0.038 0.086 0.079 0.033 0.117 0.1 0.061 0.074 0.054;
0.037 0.061 0.061 0.08 0.098 0.062 0.046 0.082 0.033 0.057 0.078 0.077 0.056 0.105 0.067;0.037 0.061 0.062 0.046 0.082 0.061 0.08 0.098 0.033 0.057 0.078 0.077 0.105 0.056 0.067;0.037 0.062 0.061 0.033 0.077 0.061 0.046 0.082 0.08 0.057 0.105 0.098 0.056 0.078 0.067;
0.038 0.059 0.053 0.071 0.108 0.069 0.047 0.076 0.035 0.045 0.08 0.076 0.065 0.116 0.062;0.038 0.059 0.069 0.047 0.076 0.053 0.071 0.108 0.035 0.045 0.08 0.076 0.116 0.065 0.062;0.038 0.069 0.053 0.035 0.076 0.059 0.047 0.076 0.071 0.045 0.116 0.108 0.065 0.08 0.062;
0.042 0.058 0.06 0.074 0.106 0.059 0.042 0.091 0.032 0.052 0.076 0.074 0.058 0.103 0.073;0.042 0.058 0.059 0.042 0.091 0.06 0.074 0.106 0.032 0.052 0.076 0.074 0.103 0.058 0.073;0.042 0.059 0.06 0.032 0.074 0.058 0.042 0.091 0.074 0.052 0.103 0.106 0.058 0.076 0.073;
0.037 0.051 0.052 0.079 0.094 0.07 0.022 0.08 0.041 0.063 0.075 0.067 0.092 0.094 0.083;0.037 0.051 0.07 0.022 0.08 0.052 0.079 0.094 0.041 0.063 0.075 0.067 0.094 0.092 0.083;0.037 0.07 0.052 0.041 0.067 0.051 0.022 0.08 0.079 0.063 0.094 0.094 0.092 0.075 0.083;
0.038 0.051 0.066 0.063 0.11 0.073 0.032 0.079 0.035 0.051 0.071 0.088 0.082 0.101 0.06;0.038 0.051 0.073 0.032 0.079 0.066 0.063 0.11 0.035 0.051 0.071 0.088 0.101 0.082 0.06;0.038 0.073 0.066 0.035 0.088 0.051 0.032 0.079 0.063 0.051 0.101 0.11 0.082 0.071 0.06;
0.035 0.058 0.044 0.079 0.096 0.066 0.034 0.075 0.047 0.067 0.065 0.083 0.082 0.105 0.064;0.035 0.058 0.066 0.034 0.075 0.044 0.079 0.096 0.047 0.067 0.065 0.083 0.105 0.082 0.064;0.035 0.066 0.044 0.047 0.083 0.058 0.034 0.075 0.079 0.067 0.105 0.096 0.082 0.065 0.064;
0.036 0.061 0.061 0.078 0.094 0.067 0.037 0.08 0.037 0.045 0.086 0.079 0.07 0.096 0.073;0.036 0.061 0.067 0.037 0.08 0.061 0.078 0.094 0.037 0.045 0.086 0.079 0.096 0.07 0.073;0.036 0.067 0.061 0.037 0.079 0.061 0.037 0.08 0.078 0.045 0.096 0.094 0.07 0.086 0.073;
0.038 0.074 0.056 0.069 0.118 0.066 0.029 0.077 0.037 0.056 0.073 0.075 0.065 0.096 0.071;0.038 0.074 0.066 0.029 0.077 0.056 0.069 0.118 0.037 0.056 0.073 0.075 0.096 0.065 0.071;0.038 0.066 0.056 0.037 0.075 0.074 0.029 0.077 0.069 0.056 0.096 0.118 0.065 0.073 0.071;
0.043 0.056 0.064 0.074 0.103 0.064 0.041 0.089 0.035 0.039 0.077 0.081 0.075 0.079 0.08;0.043 0.056 0.064 0.041 0.089 0.064 0.074 0.103 0.035 0.039 0.077 0.081 0.079 0.075 0.08;0.043 0.064 0.064 0.035 0.081 0.056 0.041 0.089 0.074 0.039 0.079 0.103 0.075 0.077 0.08;
0.042 0.059 0.05 0.071 0.091 0.075 0.05 0.089 0.036 0.059 0.079 0.063 0.068 0.099 0.069;0.042 0.059 0.075 0.05 0.089 0.05 0.071 0.091 0.036 0.059 0.079 0.063 0.099 0.068 0.069;0.042 0.075 0.05 0.036 0.063 0.059 0.05 0.089 0.071 0.059 0.099 0.091 0.068 0.079 0.069;
0.034 0.068 0.082 0.08 0.1 0.062 0.043 0.067 0.033 0.054 0.066 0.07 0.057 0.11 0.074;0.034 0.068 0.062 0.043 0.067 0.082 0.08 0.1 0.033 0.054 0.066 0.07 0.11 0.057 0.074;0.034 0.062 0.082 0.033 0.07 0.068 0.043 0.067 0.08 0.054 0.11 0.1 0.057 0.066 0.074;
0.034 0.058 0.064 0.062 0.095 0.068 0.044 0.08 0.048 0.048 0.062 0.076 0.071 0.116 0.074;0.034 0.058 0.068 0.044 0.08 0.064 0.062 0.095 0.048 0.048 0.062 0.076 0.116 0.071 0.074;0.034 0.068 0.064 0.048 0.076 0.058 0.044 0.08 0.062 0.048 0.116 0.095 0.071 0.062 0.074;
0.034 0.07 0.042 0.077 0.106 0.051 0.049 0.075 0.041 0.063 0.077 0.061 0.077 0.096 0.081;0.034 0.07 0.051 0.049 0.075 0.042 0.077 0.106 0.041 0.063 0.077 0.061 0.096 0.077 0.081;0.034 0.051 0.042 0.041 0.061 0.07 0.049 0.075 0.077 0.063 0.096 0.106 0.077 0.077 0.081;
0.03 0.066 0.054 0.067 0.114 0.06 0.051 0.082 0.034 0.045 0.091 0.073 0.077 0.093 0.063;0.03 0.066 0.06 0.051 0.082 0.054 0.067 0.114 0.034 0.045 0.091 0.073 0.093 0.077 0.063;0.03 0.06 0.054 0.034 0.073 0.066 0.051 0.082 0.067 0.045 0.093 0.114 0.077 0.091 0.063;
0.036 0.055 0.07 0.066 0.11 0.062 0.031 0.071 0.033 0.059 0.081 0.078 0.077 0.096 0.075;0.036 0.055 0.062 0.031 0.071 0.07 0.066 0.11 0.033 0.059 0.081 0.078 0.096 0.077 0.075;0.036 0.062 0.07 0.033 0.078 0.055 0.031 0.071 0.066 0.059 0.096 0.11 0.077 0.081 0.075;
0.03 0.063 0.057 0.066 0.104 0.065 0.042 0.083 0.048 0.057 0.063 0.084 0.077 0.084 0.077;0.03 0.063 0.065 0.042 0.083 0.057 0.066 0.104 0.048 0.057 0.063 0.084 0.084 0.077 0.077;0.03 0.065 0.057 0.048 0.084 0.063 0.042 0.083 0.066 0.057 0.084 0.104 0.077 0.063 0.077;
0.034 0.068 0.052 0.066 0.101 0.074 0.052 0.077 0.034 0.057 0.068 0.079 0.076 0.093 0.069;0.034 0.068 0.074 0.052 0.077 0.052 0.066 0.101 0.034 0.057 0.068 0.079 0.093 0.076 0.069;0.034 0.074 0.052 0.034 0.079 0.068 0.052 0.077 0.066 0.057 0.093 0.101 0.076 0.068 0.069;
0.04 0.055 0.051 0.079 0.11 0.06 0.036 0.075 0.036 0.061 0.061 0.073 0.072 0.098 0.093;0.04 0.055 0.06 0.036 0.075 0.051 0.079 0.11 0.036 0.061 0.061 0.073 0.098 0.072 0.093;0.04 0.06 0.051 0.036 0.073 0.055 0.036 0.075 0.079 0.061 0.098 0.11 0.072 0.061 0.093;
0.029 0.081 0.068 0.077 0.093 0.063 0.037 0.087 0.03 0.047 0.076 0.07 0.068 0.098 0.076;0.029 0.081 0.063 0.037 0.087 0.068 0.077 0.093 0.03 0.047 0.076 0.07 0.098 0.068 0.076;0.029 0.063 0.068 0.03 0.07 0.081 0.037 0.087 0.077 0.047 0.098 0.093 0.068 0.076 0.076;
0.036 0.066 0.067 0.069 0.09 0.066 0.045 0.079 0.034 0.059 0.074 0.066 0.077 0.096 0.076;0.036 0.066 0.066 0.045 0.079 0.067 0.069 0.09 0.034 0.059 0.074 0.066 0.096 0.077 0.076;0.036 0.066 0.067 0.034 0.066 0.066 0.045 0.079 0.069 0.059 0.096 0.09 0.077 0.074 0.076;
0.04 0.072 0.069 0.063 0.113 0.055 0.035 0.077 0.043 0.058 0.075 0.069 0.078 0.093 0.06;0.04 0.072 0.055 0.035 0.077 0.069 0.063 0.113 0.043 0.058 0.075 0.069 0.093 0.078 0.06;0.04 0.055 0.069 0.043 0.069 0.072 0.035 0.077 0.063 0.058 0.093 0.113 0.078 0.075 0.06;
0.034 0.056 0.059 0.07 0.109 0.069 0.046 0.083 0.04 0.047 0.072 0.084 0.064 0.094 0.073;0.034 0.056 0.069 0.046 0.083 0.059 0.07 0.109 0.04 0.047 0.072 0.084 0.094 0.064 0.073;0.034 0.069 0.059 0.04 0.084 0.056 0.046 0.083 0.07 0.047 0.094 0.109 0.064 0.072 0.073;
0.035 0.053 0.052 0.075 0.119 0.079 0.041 0.089 0.048 0.042 0.063 0.063 0.072 0.1 0.069;0.035 0.053 0.079 0.041 0.089 0.052 0.075 0.119 0.048 0.042 0.063 0.063 0.1 0.072 0.069;0.035 0.079 0.052 0.048 0.063 0.053 0.041 0.089 0.075 0.042 0.1 0.119 0.072 0.063 0.069;
0.037 0.073 0.042 0.073 0.099 0.07 0.042 0.085 0.049 0.07 0.068 0.061 0.077 0.095 0.059;0.037 0.073 0.07 0.042 0.085 0.042 0.073 0.099 0.049 0.07 0.068 0.061 0.095 0.077 0.059;0.037 0.07 0.042 0.049 0.061 0.073 0.042 0.085 0.073 0.07 0.095 0.099 0.077 0.068 0.059;
0.039 0.06 0.049 0.081 0.108 0.079 0.042 0.087 0.046 0.057 0.056 0.065 0.068 0.094 0.069;0.039 0.06 0.079 0.042 0.087 0.049 0.081 0.108 0.046 0.057 0.056 0.065 0.094 0.068 0.069;0.039 0.079 0.049 0.046 0.065 0.06 0.042 0.087 0.081 0.057 0.094 0.108 0.068 0.056 0.069;
0.045 0.067 0.048 0.074 0.104 0.062 0.051 0.088 0.031 0.058 0.067 0.068 0.073 0.095 0.069;0.045 0.067 0.062 0.051 0.088 0.048 0.074 0.104 0.031 0.058 0.067 0.068 0.095 0.073 0.069;0.045 0.062 0.048 0.031 0.068 0.067 0.051 0.088 0.074 0.058 0.095 0.104 0.073 0.067 0.069;
0.039 0.064 0.058 0.065 0.085 0.073 0.041 0.086 0.04 0.051 0.072 0.085 0.068 0.108 0.065;0.039 0.064 0.073 0.041 0.086 0.058 0.065 0.085 0.04 0.051 0.072 0.085 0.108 0.068 0.065;0.039 0.073 0.058 0.04 0.085 0.064 0.041 0.086 0.065 0.051 0.108 0.085 0.068 0.072 0.065;
0.041 0.063 0.064 0.074 0.101 0.056 0.039 0.07 0.052 0.056 0.071 0.067 0.084 0.1 0.062;0.041 0.063 0.056 0.039 0.07 0.064 0.074 0.101 0.052 0.056 0.071 0.067 0.1 0.084 0.062;0.041 0.056 0.064 0.052 0.067 0.063 0.039 0.07 0.074 0.056 0.1 0.101 0.084 0.071 0.062;
0.04 0.066 0.053 0.071 0.086 0.071 0.038 0.062 0.029 0.05 0.075 0.082 0.084 0.099 0.094;0.04 0.066 0.071 0.038 0.062 0.053 0.071 0.086 0.029 0.05 0.075 0.082 0.099 0.084 0.094;0.04 0.071 0.053 0.029 0.082 0.066 0.038 0.062 0.071 0.05 0.099 0.086 0.084 0.075 0.094;
0.036 0.08 0.056 0.07 0.078 0.063 0.032 0.074 0.036 0.073 0.084 0.087 0.072 0.108 0.051;0.036 0.08 0.063 0.032 0.074 0.056 0.07 0.078 0.036 0.073 0.084 0.087 0.108 0.072 0.051;0.036 0.063 0.056 0.036 0.087 0.08 0.032 0.074 0.07 0.073 0.108 0.078 0.072 0.084 0.051;
