pntP=[0.207 0.007 0.011 0.09 0.008 0.205 0.01 0.009 0.007 0.22 0.011 0.016 0.013 0.18 0.006;0.207 0.007 0.205 0.01 0.009 0.011 0.09 0.008 0.007 0.22 0.011 0.016 0.18 0.013 0.006;0.207 0.205 0.011 0.007 0.016 0.007 0.01 0.009 0.09 0.22 0.18 0.008 0.013 0.011 0.006;
0.178 0.013 0.012 0.137 0.009 0.217 0.009 0.009 0.007 0.212 0.005 0.006 0.015 0.162 0.009;0.178 0.013 0.217 0.009 0.009 0.012 0.137 0.009 0.007 0.212 0.005 0.006 0.162 0.015 0.009;0.178 0.217 0.012 0.007 0.006 0.013 0.009 0.009 0.137 0.212 0.162 0.009 0.015 0.005 0.009;
0.211 0.007 0.016 0.108 0.002 0.225 0.006 0.012 0.01 0.21 0.011 0.01 0.009 0.159 0.004;0.211 0.007 0.225 0.006 0.012 0.016 0.108 0.002 0.01 0.21 0.011 0.01 0.159 0.009 0.004;0.211 0.225 0.016 0.01 0.01 0.007 0.006 0.012 0.108 0.21 0.159 0.002 0.009 0.011 0.004;
0.221 0.008 0.019 0.109 0.012 0.193 0.005 0.006 0.013 0.208 0.01 0.008 0.007 0.174 0.007;0.221 0.008 0.193 0.005 0.006 0.019 0.109 0.012 0.013 0.208 0.01 0.008 0.174 0.007 0.007;0.221 0.193 0.019 0.013 0.008 0.008 0.005 0.006 0.109 0.208 0.174 0.012 0.007 0.01 0.007;
0.211 0.018 0.013 0.104 0.003 0.215 0.007 0.009 0.005 0.206 0.009 0.015 0.01 0.17 0.005;0.211 0.018 0.215 0.007 0.009 0.013 0.104 0.003 0.005 0.206 0.009 0.015 0.17 0.01 0.005;0.211 0.215 0.013 0.005 0.015 0.018 0.007 0.009 0.104 0.206 0.17 0.003 0.01 0.009 0.005;
0.199 0.011 0.014 0.134 0.006 0.204 0.007 0.013 0.007 0.193 0.014 0.011 0.008 0.174 0.005;0.199 0.011 0.204 0.007 0.013 0.014 0.134 0.006 0.007 0.193 0.014 0.011 0.174 0.008 0.005;0.199 0.204 0.014 0.007 0.011 0.011 0.007 0.013 0.134 0.193 0.174 0.006 0.008 0.014 0.005;
0.211 0.004 0.013 0.118 0.005 0.2 0.004 0.008 0.005 0.19 0.015 0.008 0.011 0.201 0.007;0.211 0.004 0.2 0.004 0.008 0.013 0.118 0.005 0.005 0.19 0.015 0.008 0.201 0.011 0.007;0.211 0.2 0.013 0.005 0.008 0.004 0.004 0.008 0.118 0.19 0.201 0.005 0.011 0.015 0.007;
0.221 0.014 0.01 0.115 0.011 0.196 0.007 0.013 0.006 0.2 0.011 0.005 0.011 0.175 0.005;0.221 0.014 0.196 0.007 0.013 0.01 0.115 0.011 0.006 0.2 0.011 0.005 0.175 0.011 0.005;0.221 0.196 0.01 0.006 0.005 0.014 0.007 0.013 0.115 0.2 0.175 0.011 0.011 0.011 0.005;
0.226 0.012 0.01 0.117 0.008 0.215 0.008 0.011 0.009 0.186 0.006 0.007 0.01 0.172 0.003;0.226 0.012 0.215 0.008 0.011 0.01 0.117 0.008 0.009 0.186 0.006 0.007 0.172 0.01 0.003;0.226 0.215 0.01 0.009 0.007 0.012 0.008 0.011 0.117 0.186 0.172 0.008 0.01 0.006 0.003;
0.22 0.016 0.013 0.108 0.006 0.19 0.007 0.007 0.005 0.208 0.013 0.012 0.009 0.181 0.005;0.22 0.016 0.19 0.007 0.007 0.013 0.108 0.006 0.005 0.208 0.013 0.012 0.181 0.009 0.005;0.22 0.19 0.013 0.005 0.012 0.016 0.007 0.007 0.108 0.208 0.181 0.006 0.009 0.013 0.005;
0.209 0.012 0.01 0.093 0.01 0.207 0.009 0.012 0.005 0.237 0.01 0.008 0.009 0.16 0.009;0.209 0.012 0.207 0.009 0.012 0.01 0.093 0.01 0.005 0.237 0.01 0.008 0.16 0.009 0.009;0.209 0.207 0.01 0.005 0.008 0.012 0.009 0.012 0.093 0.237 0.16 0.01 0.009 0.01 0.009;
0.226 0.012 0.011 0.103 0.005 0.212 0.011 0.016 0.005 0.187 0.014 0.014 0.015 0.164 0.005;0.226 0.012 0.212 0.011 0.016 0.011 0.103 0.005 0.005 0.187 0.014 0.014 0.164 0.015 0.005;0.226 0.212 0.011 0.005 0.014 0.012 0.011 0.016 0.103 0.187 0.164 0.005 0.015 0.014 0.005;
0.209 0.007 0.013 0.105 0.013 0.209 0.006 0.006 0.004 0.209 0.007 0.009 0.011 0.183 0.009;0.209 0.007 0.209 0.006 0.006 0.013 0.105 0.013 0.004 0.209 0.007 0.009 0.183 0.011 0.009;0.209 0.209 0.013 0.004 0.009 0.007 0.006 0.006 0.105 0.209 0.183 0.013 0.011 0.007 0.009;
0.22 0.011 0.016 0.123 0.009 0.183 0.011 0.013 0.011 0.204 0.013 0.007 0.011 0.164 0.004;0.22 0.011 0.183 0.011 0.013 0.016 0.123 0.009 0.011 0.204 0.013 0.007 0.164 0.011 0.004;0.22 0.183 0.016 0.011 0.007 0.011 0.011 0.013 0.123 0.204 0.164 0.009 0.011 0.013 0.004;
0.23 0.008 0.014 0.121 0.01 0.182 0.009 0.005 0.007 0.215 0.011 0.006 0.015 0.165 0.002;0.23 0.008 0.182 0.009 0.005 0.014 0.121 0.01 0.007 0.215 0.011 0.006 0.165 0.015 0.002;0.23 0.182 0.014 0.007 0.006 0.008 0.009 0.005 0.121 0.215 0.165 0.01 0.015 0.011 0.002;
0.203 0.011 0.008 0.11 0.006 0.205 0.005 0.012 0.01 0.213 0.01 0.011 0.016 0.17 0.01;0.203 0.011 0.205 0.005 0.012 0.008 0.11 0.006 0.01 0.213 0.01 0.011 0.17 0.016 0.01;0.203 0.205 0.008 0.01 0.011 0.011 0.005 0.012 0.11 0.213 0.17 0.006 0.016 0.01 0.01;
0.212 0.011 0.007 0.106 0.009 0.215 0.005 0.01 0.003 0.218 0.009 0.011 0.012 0.168 0.004;0.212 0.011 0.215 0.005 0.01 0.007 0.106 0.009 0.003 0.218 0.009 0.011 0.168 0.012 0.004;0.212 0.215 0.007 0.003 0.011 0.011 0.005 0.01 0.106 0.218 0.168 0.009 0.012 0.009 0.004;
0.218 0.015 0.013 0.12 0.003 0.209 0.006 0.009 0.005 0.186 0.009 0.008 0.009 0.179 0.011;0.218 0.015 0.209 0.006 0.009 0.013 0.12 0.003 0.005 0.186 0.009 0.008 0.179 0.009 0.011;0.218 0.209 0.013 0.005 0.008 0.015 0.006 0.009 0.12 0.186 0.179 0.003 0.009 0.009 0.011;
